job_title,company,location,industry,experience_level,salary_usd,remote,required_skills,description,posted_date
Cloud AI Engineer,DataForge,"Toronto, Canada",Healthcare,Entry,158111,Yes,"pytorch, kubernetes, langchain, scikit-learn","We are looking for a Cloud AI Engineer with experience in pytorch, kubernetes, langchain, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-12 17:45:48.120443
Data Scientist,TechNova,"Toronto, Canada",Retail,Mid,181556,Yes,"spark, gcp, azure, pytorch","We are looking for a Data Scientist with experience in spark, gcp, azure, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.120452
NLP Engineer,BlueCore Systems,"San Francisco, USA",Retail,Mid,193584,Yes,"transformers, scikit-learn, vector databases, machine learning, pandas","We are looking for a NLP Engineer with experience in transformers, scikit-learn, vector databases, machine learning, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.120462
Machine Learning Engineer,VisionAI Labs,"Boston, USA",Retail,Senior,205440,No,"vector databases, langchain, airflow, sql, computer vision","We are looking for a Machine Learning Engineer with experience in vector databases, langchain, airflow, sql, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-20 17:45:48.120472
Data Scientist,CloudSphere,"Boston, USA",Healthcare,Senior,160323,No,"transformers, gcp, tensorflow, sql, machine learning, python","We are looking for a Data Scientist with experience in transformers, gcp, tensorflow, sql, machine learning, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-25 17:45:48.120482
Computer Vision Engineer,CloudSphere,"Seattle, USA",Retail,Entry,164060,Yes,"deep learning, spark, docker, mlops","We are looking for a Computer Vision Engineer with experience in deep learning, spark, docker, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-07 17:45:48.120492
Deep Learning Engineer,CloudSphere,"Toronto, Canada",Retail,Entry,168369,Yes,"pytorch, machine learning, spark, langchain, azure, tensorflow","We are looking for a Deep Learning Engineer with experience in pytorch, machine learning, spark, langchain, azure, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-16 17:45:48.120505
AI Platform Engineer,AIWorks,"Seattle, USA",Healthcare,Mid,91218,Yes,"azure, spark, docker, pytorch, vector databases","We are looking for a AI Platform Engineer with experience in azure, spark, docker, pytorch, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-06 17:45:48.120515
Data Scientist,QuantumLeap Tech,"Boston, USA",Technology,Entry,132013,No,"sql, vector databases, nlp, python, transformers, pytorch, computer vision","We are looking for a Data Scientist with experience in sql, vector databases, nlp, python, transformers, pytorch, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-14 17:45:48.120525
LLM Engineer,AIWorks,"Bangalore, India",Cybersecurity,Entry,200389,No,"deep learning, machine learning, spark, nlp, pytorch","We are looking for a LLM Engineer with experience in deep learning, machine learning, spark, nlp, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-16 17:45:48.120535
Data Scientist,VisionAI Labs,"Berlin, Germany",Finance,Entry,112508,Yes,"airflow, kubernetes, python, langchain, computer vision","We are looking for a Data Scientist with experience in airflow, kubernetes, python, langchain, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-14 17:45:48.120544
Computer Vision Engineer,NeuralStack,Remote,Retail,Senior,146272,Yes,"vector databases, pytorch, docker, sql","We are looking for a Computer Vision Engineer with experience in vector databases, pytorch, docker, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-25 17:45:48.120553
Deep Learning Engineer,AIWorks,"Bangalore, India",Technology,Mid,151146,No,"python, nlp, airflow, scikit-learn, kubernetes, docker, machine learning","We are looking for a Deep Learning Engineer with experience in python, nlp, airflow, scikit-learn, kubernetes, docker, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-11 17:45:48.120567
Cloud AI Engineer,BlueCore Systems,"London, UK",Healthcare,Mid,111138,Yes,"pytorch, kubernetes, tensorflow, python, azure, nlp","We are looking for a Cloud AI Engineer with experience in pytorch, kubernetes, tensorflow, python, azure, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-27 17:45:48.120577
AI Research Engineer,AIWorks,"Toronto, Canada",Cloud Services,Senior,177848,No,"spark, docker, kubernetes, sql, nlp","We are looking for a AI Research Engineer with experience in spark, docker, kubernetes, sql, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.120586
Machine Learning Engineer,CloudSphere,"Austin, USA",Healthcare,Entry,215826,No,"transformers, kubernetes, azure, aws","We are looking for a Machine Learning Engineer with experience in transformers, kubernetes, azure, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-07 17:45:48.120595
Deep Learning Engineer,SkyNetics,"Boston, USA",Finance,Mid,135439,No,"python, mlops, kubernetes, tensorflow, transformers","We are looking for a Deep Learning Engineer with experience in python, mlops, kubernetes, tensorflow, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-28 17:45:48.120604
LLM Engineer,QuantumLeap Tech,"London, UK",Retail,Mid,182252,Yes,"tensorflow, kubernetes, scikit-learn, airflow, python, sql, deep learning","We are looking for a LLM Engineer with experience in tensorflow, kubernetes, scikit-learn, airflow, python, sql, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-06 17:45:48.120614
AI Platform Engineer,NextGen Analytics,"Bangalore, India",Finance,Entry,154306,Yes,"sql, python, nlp, langchain, kubernetes","We are looking for a AI Platform Engineer with experience in sql, python, nlp, langchain, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-30 17:45:48.120623
AI Engineer,DataForge,"Berlin, Germany",Retail,Senior,204027,No,"scikit-learn, docker, kubernetes, python, deep learning, tensorflow","We are looking for a AI Engineer with experience in scikit-learn, docker, kubernetes, python, deep learning, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-06 17:45:48.120639
Data Scientist,TechNova,Remote,Cloud Services,Mid,146831,No,"transformers, pandas, scikit-learn, machine learning, airflow","We are looking for a Data Scientist with experience in transformers, pandas, scikit-learn, machine learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-12 17:45:48.120648
Cloud AI Engineer,SkyNetics,"Austin, USA",Finance,Senior,205066,No,"deep learning, spark, gcp, python, scikit-learn","We are looking for a Cloud AI Engineer with experience in deep learning, spark, gcp, python, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-12 17:45:48.120658
Deep Learning Engineer,QuantumLeap Tech,"Bangalore, India",Cybersecurity,Mid,180692,Yes,"sql, nlp, gcp, tensorflow, deep learning","We are looking for a Deep Learning Engineer with experience in sql, nlp, gcp, tensorflow, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-06 17:45:48.120668
Machine Learning Engineer,TechNova,"Seattle, USA",Healthcare,Senior,115673,Yes,"mlops, kubernetes, azure, computer vision, docker","We are looking for a Machine Learning Engineer with experience in mlops, kubernetes, azure, computer vision, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-17 17:45:48.120677
Data Scientist,VisionAI Labs,"Toronto, Canada",Retail,Mid,132281,No,"tensorflow, machine learning, sql, deep learning","We are looking for a Data Scientist with experience in tensorflow, machine learning, sql, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-09 17:45:48.120686
Data Scientist,NeuralStack,"Boston, USA",Technology,Senior,127459,Yes,"sql, mlops, azure, pandas, aws, langchain","We are looking for a Data Scientist with experience in sql, mlops, azure, pandas, aws, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-31 17:45:48.120697
Computer Vision Engineer,SkyNetics,"Boston, USA",Healthcare,Entry,143676,Yes,"azure, deep learning, pandas, tensorflow, computer vision, spark, pytorch","We are looking for a Computer Vision Engineer with experience in azure, deep learning, pandas, tensorflow, computer vision, spark, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-19 17:45:48.120708
Applied AI Scientist,VisionAI Labs,"Bangalore, India",Cybersecurity,Senior,189503,No,"deep learning, aws, spark, pytorch","We are looking for a Applied AI Scientist with experience in deep learning, aws, spark, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-12 17:45:48.120717
Machine Learning Engineer,NextGen Analytics,"London, UK",Cybersecurity,Mid,170520,No,"docker, kubernetes, sql, airflow, gcp","We are looking for a Machine Learning Engineer with experience in docker, kubernetes, sql, airflow, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-15 17:45:48.120727
MLOps Engineer,SkyNetics,"San Francisco, USA",Healthcare,Senior,161583,No,"azure, mlops, vector databases, pandas, kubernetes","We are looking for a MLOps Engineer with experience in azure, mlops, vector databases, pandas, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-01 17:45:48.120737
Applied AI Scientist,DataForge,"London, UK",Retail,Mid,203594,No,"gcp, docker, langchain, sql, scikit-learn","We are looking for a Applied AI Scientist with experience in gcp, docker, langchain, sql, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-01 17:45:48.120749
Computer Vision Engineer,NextGen Analytics,"Toronto, Canada",Healthcare,Senior,131470,Yes,"deep learning, mlops, nlp, airflow, docker","We are looking for a Computer Vision Engineer with experience in deep learning, mlops, nlp, airflow, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-07 17:45:48.120759
